wall_time,split,epoch,step,lr,total,pep_coord,mhc_coord,torsion,plddt,pep_plddt,pep_ca_rmsd,mhc_ca_rmsd
1782052797.0324872,train,17,1750,0.00016665205197522105,0.26850107312202454,0.1497519463300705,0.35249340534210205,0.060931496322155,0.0016002649208530784,0.005656026303768158,,
1782052806.4820378,train,17,1800,0.00016664458252636173,0.4148254990577698,0.28908756375312805,0.3655664622783661,0.06848014146089554,0.0010624151909723878,0.0064208293333649635,,
1782052815.9716947,train,17,1850,0.0001666371124085068,0.28059160709381104,0.16580186784267426,0.34406813979148865,0.05734766647219658,0.000988961779512465,0.004790588282048702,,
1782052825.4765668,train,17,1900,0.0001666296416217312,0.35494402050971985,0.23873911798000336,0.3209474980831146,0.07167643308639526,0.001298220711760223,0.007434377446770668,,
1782052834.856249,train,17,1950,0.00016662217016611005,0.2840734124183655,0.15088039636611938,0.37819990515708923,0.07694557309150696,0.0017022404354065657,0.006543397903442383,,
1782052844.278761,train,17,2000,0.00016661469804171817,0.2253461480140686,0.1343751698732376,0.23080094158649445,0.06632538884878159,0.0010804632911458611,0.006407931912690401,,
1782052853.714143,train,17,2050,0.00016660722524863071,0.2111746370792389,0.13280493021011353,0.17777520418167114,0.06767094880342484,0.0009044207981787622,0.00565046351402998,,
1782052863.1764154,train,17,2100,0.00016659975178692267,0.25568580627441406,0.14833131432533264,0.2771476209163666,0.07587315887212753,0.0013100146315991879,0.008180182427167892,,
1782052872.6808827,train,17,2150,0.0001665922776566688,0.24455894529819489,0.1424327939748764,0.24809718132019043,0.07984805852174759,0.0017782947979867458,0.008699641562998295,,
1782052882.0876324,train,17,2200,0.0001665848028579444,0.31766456365585327,0.20537330210208893,0.29827815294265747,0.0750710591673851,0.001861928729340434,0.006928557064384222,,
1782052891.6014466,train,17,2250,0.00016657732739082439,0.2510841488838196,0.1430814415216446,0.2874046862125397,0.07198844850063324,0.0015730984741821885,0.011554800905287266,,
1782052901.069538,train,17,2300,0.00016656985125538398,0.3265873193740845,0.2038992941379547,0.343768835067749,0.07322262972593307,0.0013451192062348127,0.007107543759047985,,
1782052910.5309033,train,17,2350,0.00016656237445169812,0.43211787939071655,0.2662806808948517,0.514952540397644,0.07377825677394867,0.0020992541685700417,0.005748526658862829,,
1782052919.983732,train,17,2400,0.00016655489697984187,0.34173905849456787,0.21614326536655426,0.34497424960136414,0.07847636193037033,0.0011406723642721772,0.0073475949466228485,,
